cpu	memory	committed	bwin	bwout	nchan
5.6	176.8	202.1	6.7	7.4	3
4.7	176.8	202.1	6.1	6.6	3
8.4	176.8	202.1	6.4	7.3	3
7.2	176.8	202.1	6.2	7.9	3
6.2	176.8	202.1	7.6	9.9	3
9.0	176.8	202.1	7.0	10.2	3
3.4	176.8	202.1	6.7	9.6	3
4.1	176.8	202.1	6.5	7.9	3
4.7	176.8	202.1	7.3	9.4	3
7.5	176.8	202.1	7.3	8.7	3
7.2	176.8	202.1	7.7	10.3	3
6.5	176.8	202.1	7.6	9.6	3
4.0	176.8	202.1	6.9	9.3	3
10.9	176.8	202.1	7.3	10.1	3
6.2	176.8	202.1	7.5	9.5	3
5.3	176.8	202.1	7.6	10.4	3
8.1	176.8	202.1	7.1	10.0	3
5.6	176.8	202.1	7.6	9.2	3
3.7	176.8	202.1	7.4	9.2	3
7.2	176.8	202.1	7.5	8.8	3
5.9	176.8	202.1	7.3	9.2	3
3.1	176.8	202.1	7.3	9.0	3
8.7	176.8	202.1	7.2	9.3	3
5.0	176.8	202.1	6.9	8.4	3
7.8	176.8	202.1	6.9	9.4	3
7.2	176.8	202.1	7.1	8.8	3
6.2	176.8	202.1	7.1	8.4	3
9.1	176.8	202.1	10.2	10.3	3
8.1	176.8	202.1	7.0	8.7	3
5.5	176.8	202.1	7.2	9.3	3
6.2	176.8	202.1	7.2	9.0	3
5.0	176.8	202.1	7.4	9.3	3
7.2	176.8	202.1	7.3	9.6	3
9.3	176.8	202.1	7.3	10.7	3
6.6	176.8	202.1	7.5	9.9	3
7.2	176.8	202.1	7.9	10.1	3
6.2	176.8	202.1	7.0	9.0	3
6.2	176.8	202.1	7.1	8.9	3
6.2	176.8	202.1	7.6	9.7	3
5.9	176.8	202.1	7.8	9.7	3
4.1	176.8	202.1	7.7	9.3	3
9.7	176.8	202.1	7.1	10.1	3
4.7	176.8	202.1	6.7	8.1	3
6.9	176.8	202.1	6.8	8.6	3
6.5	176.8	202.1	7.3	9.0	3
9.4	176.8	202.1	7.6	9.6	3
6.2	176.8	202.1	7.6	10.1	3
7.8	176.8	202.1	7.1	9.2	3
6.2	176.8	202.1	6.8	8.4	3
9.0	176.8	202.1	7.2	8.6	3
5.0	176.8	202.1	6.3	7.9	3
5.6	176.8	202.1	6.0	7.7	3
3.7	176.8	202.1	6.0	6.2	3
5.6	176.8	202.1	6.0	6.7	3
5.0	176.8	202.1	6.7	7.9	3
8.7	176.8	202.1	6.3	7.5	3
4.4	176.8	202.1	6.5	7.1	3
4.4	176.8	202.1	6.3	7.2	3
4.7	176.8	202.1	6.5	7.2	3
5.6	176.8	202.1	6.6	7.5	3
5.0	176.8	202.1	6.8	8.0	3
7.8	176.8	202.1	7.0	7.9	3
5.6	176.8	202.1	6.8	7.6	3
8.4	176.8	202.1	6.5	7.9	3
5.3	176.8	202.1	6.5	8.0	3
5.6	176.8	202.1	6.8	7.8	3
8.4	176.8	202.1	6.7	7.9	3
8.1	176.8	202.1	6.5	7.3	3
8.4	176.8	202.1	6.2	7.2	3
4.1	176.8	202.1	6.6	7.9	3
5.0	176.8	202.1	6.3	7.0	3
4.4	176.8	202.1	6.2	7.0	3
4.4	176.8	202.1	6.1	6.3	3
11.2	176.8	202.1	6.5	8.7	3
7.5	176.8	202.1	7.4	8.6	3
7.2	176.8	202.1	7.7	9.0	3
6.5	176.8	202.1	7.3	8.5	3
6.5	176.8	202.1	7.5	8.5	3
7.2	176.8	202.1	7.2	8.2	3
7.8	176.8	202.1	7.1	8.2	3
5.9	176.8	202.1	7.2	8.5	3
5.0	176.8	202.1	7.4	8.8	3
6.9	176.8	202.1	7.0	8.1	3
8.4	176.8	202.1	6.8	7.9	3
5.9	176.8	202.1	7.3	9.4	3
6.9	176.8	202.1	6.9	7.9	3
6.5	176.8	202.1	7.3	8.5	3
8.1	176.8	202.1	6.6	7.4	3
5.9	176.8	202.1	6.6	7.8	3
5.0	176.8	202.1	6.5	7.7	3
6.9	176.8	202.1	6.3	6.9	3
4.7	176.8	202.1	6.5	7.2	3
6.4	176.8	202.1	7.2	7.9	3
2.5	176.8	202.1	7.0	8.1	3
6.2	176.8	202.1	6.9	8.0	3
4.7	176.8	202.1	7.0	8.5	3
7.4	176.8	202.1	7.3	8.0	3
5.6	176.8	202.1	6.4	7.4	3
5.3	176.8	202.1	6.6	7.5	3
7.8	176.8	202.1	6.4	7.4	3
8.4	176.8	202.1	6.6	8.9	3
6.5	176.8	202.1	7.2	9.8	3
4.1	176.8	202.1	6.6	7.9	3
3.4	176.8	202.1	6.2	7.3	3
6.6	176.8	202.1	6.0	7.7	3
6.5	176.8	202.1	6.5	7.2	3
4.1	176.8	202.1	6.0	7.4	3
5.3	176.8	202.1	6.6	8.4	3
7.8	176.8	202.1	6.3	7.1	3
2.8	176.8	202.1	6.8	7.3	3
3.7	176.8	202.1	6.5	7.8	3
2.2	176.8	202.1	6.1	6.6	3
3.7	176.8	202.1	6.8	7.5	3
3.7	176.8	202.1	6.5	7.9	3
2.5	176.8	202.1	6.4	7.8	3
5.0	176.8	202.1	6.7	7.9	3
7.2	176.8	202.1	6.9	8.0	3
6.2	176.8	202.1	6.5	7.2	3
4.7	176.8	202.1	6.2	7.5	3
5.0	176.8	202.1	5.9	7.4	3
4.4	176.8	202.1	6.0	6.4	3
3.7	176.8	202.1	6.6	7.4	3
5.9	176.8	202.1	6.9	8.6	3
5.9	176.8	202.1	6.5	7.0	3
6.9	176.8	202.1	6.6	8.1	3
5.6	176.8	202.1	6.8	8.5	3
6.6	176.8	202.1	6.8	9.0	3
5.0	176.8	202.1	6.4	7.7	3
4.8	176.8	202.1	6.1	6.9	3
6.2	176.8	202.1	6.6	7.8	3
4.1	176.8	202.1	6.7	8.1	3
3.4	176.8	202.1	6.0	7.0	3
5.6	176.8	202.1	6.5	7.5	3
5.0	176.8	202.1	6.1	6.8	3
5.0	176.8	202.1	6.0	6.8	3
2.8	176.8	202.1	6.4	7.3	3
5.3	176.8	202.1	6.6	7.5	3
4.7	176.8	202.1	6.6	8.2	3
6.5	176.8	202.1	6.3	7.4	3
5.6	176.8	202.1	6.5	7.5	3
5.0	176.8	202.1	6.5	8.0	3
6.6	176.8	202.1	6.9	8.3	3
7.2	176.8	202.1	7.0	9.0	3
8.7	176.8	202.1	6.9	8.7	3
4.7	176.8	202.1	6.6	8.2	3
3.4	176.8	202.1	6.5	7.4	3
4.4	176.8	202.1	6.0	7.0	3
4.4	176.8	202.1	5.8	6.4	3
5.3	176.8	202.1	6.5	7.6	3
7.2	176.8	202.1	6.7	8.1	3
4.7	176.8	202.1	6.4	7.4	3
5.0	176.8	202.1	6.3	6.9	3
3.7	176.8	202.1	6.3	6.4	3
5.9	176.8	202.1	6.5	7.1	3
4.7	176.8	202.1	5.8	7.0	3
3.1	176.8	202.1	5.8	5.8	3
4.1	176.8	202.1	5.9	5.9	3
5.9	176.8	202.1	6.3	6.6	3
6.2	176.8	202.1	6.6	7.5	3
4.7	176.8	202.1	6.8	7.3	3
5.6	176.8	202.1	6.5	7.1	3
3.1	176.8	202.1	4.9	5.2	3
5.6	176.8	202.1	4.5	4.6	3
7.5	176.8	202.1	4.6	4.8	3
3.4	176.8	202.1	4.1	4.2	3
4.0	176.8	202.1	3.9	3.9	3
2.8	176.8	202.1	3.9	3.9	3
2.8	176.8	202.1	3.9	3.9	2
2.8	176.8	202.1	3.9	3.9	2
3.1	176.8	202.1	3.8	3.8	2
5.9	176.8	202.1	3.8	3.8	2
3.7	176.8	202.1	4.3	4.8	2
4.7	176.8	202.1	3.9	5.1	2
2.8	176.8	202.1	4.2	5.2	2
4.7	176.8	202.1	4.1	4.6	2
3.4	176.8	202.1	4.1	4.5	2
6.2	176.8	202.1	4.3	4.7	2
4.1	176.8	202.1	4.3	4.9	2
3.1	176.8	202.1	4.0	4.6	2
3.1	176.8	202.1	4.5	4.5	2
3.4	176.8	202.1	4.0	4.1	2
2.8	176.8	202.1	4.6	5.0	2
3.4	176.8	202.1	4.4	4.8	2
5.3	176.8	202.1	4.3	4.4	2
4.1	176.8	202.1	4.1	4.8	2
3.7	176.8	202.1	4.1	4.7	2
3.7	176.8	202.1	3.9	4.1	2
3.1	176.8	202.1	4.3	4.8	2
1.2	176.8	202.1	4.1	4.2	2
4.0	176.8	202.1	4.3	4.2	2
2.8	176.8	202.1	3.9	3.9	2
2.5	176.8	202.1	3.9	3.9	2
1.6	176.8	202.1	4.3	4.2	2
3.4	176.8	202.1	4.0	3.9	2
3.7	176.8	202.1	4.5	4.3	2
5.3	176.8	202.1	4.3	4.1	2
5.0	176.8	202.1	4.6	4.4	2
4.4	176.8	202.1	4.9	4.6	2
4.4	176.8	202.1	5.0	4.8	2
4.7	176.8	202.1	4.8	4.8	2
3.4	176.8	202.1	4.5	4.5	2
1.9	176.8	202.1	5.0	4.7	2
3.4	176.8	202.1	4.7	4.7	2
2.8	176.8	202.1	4.8	4.6	2
4.4	176.8	202.1	4.5	4.5	2
3.7	176.8	202.1	4.6	4.6	2
5.3	176.8	202.1	4.4	4.5	2
3.7	176.8	202.1	4.1	4.1	2
4.7	176.8	202.1	4.2	4.0	2
5.3	176.8	202.1	4.2	4.2	2
5.9	176.8	202.1	5.0	4.9	2
3.4	176.8	202.1	4.9	5.4	2
6.2	176.8	202.1	4.9	5.5	2
4.1	176.8	202.1	4.4	5.0	2
1.7	176.8	202.1	4.4	4.4	2
3.4	176.8	202.1	4.2	4.5	2
3.7	176.8	202.1	4.3	5.2	2
3.1	176.8	202.1	4.2	4.8	2
0.9	176.8	202.1	3.9	3.9	2
1.2	176.8	202.1	4.1	4.0	2
4.4	176.8	202.1	4.2	4.1	2
3.1	176.8	202.1	3.8	3.9	2
1.2	176.8	202.1	3.9	3.9	2
4.1	176.8	202.1	4.4	4.1	2
4.4	176.8	202.1	4.3	4.1	2
4.1	176.8	202.1	3.9	4.0	2
3.7	176.8	202.1	3.8	3.8	2
2.5	176.8	202.1	3.9	3.8	2
4.4	176.8	202.1	3.9	3.9	2
2.8	176.8	202.1	3.8	3.9	2
4.7	176.8	202.1	3.9	3.9	2
2.8	176.8	202.1	4.0	4.0	2
3.7	176.8	202.1	3.9	3.8	2
1.2	176.8	202.1	3.9	3.9	2
4.0	176.8	202.1	4.5	4.5	2
4.7	176.8	202.1	4.7	4.7	2
1.6	176.8	202.1	4.0	4.0	2
3.7	176.8	202.1	3.9	3.9	2
1.6	176.8	202.1	3.9	3.8	2
2.8	176.8	202.1	4.6	4.4	2
4.1	176.8	202.1	4.7	5.1	2
4.4	176.8	202.1	4.0	4.0	2
2.8	176.8	202.1	3.8	3.8	2
3.1	176.8	202.1	3.9	3.9	2
3.1	176.8	202.1	3.9	3.9	2
1.2	176.8	202.1	3.9	3.9	2
2.2	176.8	202.1	4.1	4.1	2
3.1	176.8	202.1	3.8	3.8	2
2.2	176.8	202.1	4.0	3.9	2
2.2	176.8	202.1	3.9	3.9	2
4.1	176.8	202.1	3.9	3.9	2
4.4	176.8	202.1	4.1	4.4	2
5.3	176.8	202.1	4.3	4.2	2
2.8	176.8	202.1	4.3	4.3	2
2.8	176.8	202.1	4.4	4.5	2
3.1	176.8	202.1	4.8	5.0	2
2.5	176.8	202.1	4.0	4.2	2
1.9	176.8	202.1	4.1	4.0	2
1.9	176.8	202.1	4.2	4.1	2
2.8	176.8	202.1	3.9	3.8	2
2.2	176.8	202.1	4.0	4.0	2
1.9	176.8	202.1	3.9	3.8	2
2.8	176.8	202.1	3.9	3.9	2
1.6	176.8	202.1	3.8	3.8	2
3.7	176.8	202.1	3.9	3.9	2
1.9	176.8	202.1	3.7	3.7	2
1.6	176.8	202.1	3.8	3.8	2
0.3	176.8	202.1	3.8	3.9	2
1.6	176.8	202.1	4.0	4.0	2
4.4	176.8	202.1	3.8	3.8	2
1.9	176.8	202.1	4.0	4.0	2
2.5	176.8	202.1	3.9	3.9	2
3.4	176.8	202.1	4.2	4.1	2
3.4	176.8	202.1	4.1	4.0	2
1.9	176.8	202.1	4.1	4.0	2
2.5	176.8	202.1	4.1	4.1	2
2.2	176.8	202.1	4.0	3.9	2
4.1	176.8	202.1	3.9	3.9	2
1.9	176.8	202.1	3.9	3.9	2
1.9	176.8	202.1	3.9	3.9	2
2.5	176.8	202.1	3.9	3.9	2
3.4	176.8	202.1	3.9	3.8	2
3.1	176.8	202.1	3.9	3.8	2
2.2	176.8	202.1	4.0	4.0	2
2.2	176.8	202.1	4.3	4.3	2
2.8	176.8	202.1	4.0	4.0	2
3.1	176.8	202.1	3.9	3.8	2
3.7	176.8	202.1	4.3	4.3	2
2.5	176.8	202.1	3.9	3.9	2
1.2	176.8	202.1	3.9	3.8	2
4.1	176.8	202.1	4.3	4.1	2
2.2	176.8	202.1	4.2	4.2	2
0.9	176.8	202.1	3.9	3.9	2
2.8	176.8	202.1	4.4	4.2	2
1.6	176.8	202.1	4.3	4.1	2
3.4	176.8	202.1	4.1	4.1	2
3.4	176.8	202.1	4.6	4.4	2
5.3	176.8	202.1	4.4	4.5	2
4.7	176.8	202.1	4.4	4.3	2
3.7	176.8	202.1	4.1	4.4	2
2.8	176.8	202.1	3.9	3.8	2
1.9	176.8	202.1	3.8	3.7	2
2.5	176.8	202.1	4.5	4.8	2
