cpu	memory	committed	bwin	bwout	nchan
4.7	134.9	158.1	4.0	4.9	2
2.5	134.9	158.1	4.3	4.4	2
3.4	134.9	158.1	4.4	4.4	2
2.2	135.1	158.4	4.5	4.7	2
3.4	135.1	158.4	4.3	4.6	2
3.1	135.1	158.4	4.7	5.0	2
3.7	135.1	158.4	4.4	5.2	2
5.0	135.4	158.6	4.3	4.8	2
3.1	135.4	158.6	3.8	4.4	2
2.5	135.4	158.6	2.7	2.6	2
1.2	135.4	158.6	2.3	2.4	2
1.6	135.4	158.6	2.3	2.1	2
4.7	135.4	158.6	2.3	2.1	2
4.0	135.4	158.6	2.6	2.1	2
3.4	135.4	158.6	2.5	2.2	2
2.2	135.4	158.6	2.2	2.1	2
2.2	135.4	158.6	2.4	2.1	1
0.6	113.1	158.6	2.1	2.0	1
0.0	113.1	158.6	2.0	2.0	1
0.3	113.1	158.6	2.0	2.0	1
0.3	113.1	158.6	2.0	2.0	1
0.3	113.1	158.6	2.0	2.0	1
0.6	113.2	158.7	2.0	2.0	1
0.9	92.9	158.7	2.0	2.0	1
0.6	92.9	158.7	2.0	1.9	1
3.1	92.9	158.7	1.9	1.9	1
1.6	92.9	158.7	1.9	1.9	1
1.6	92.9	158.7	1.9	1.9	1
3.4	92.9	158.7	3.1	4.9	2
2.5	92.9	158.7	3.8	7.7	2
4.1	92.9	158.7	3.4	5.2	2
1.9	92.9	158.7	3.6	6.4	2
2.5	92.9	158.7	4.0	4.6	2
1.6	92.9	158.7	3.7	3.8	2
2.2	92.9	158.7	3.8	3.8	2
4.1	92.9	158.7	3.9	3.9	2
5.9	92.9	158.7	4.7	5.0	2
3.1	92.9	158.7	4.5	4.9	2
3.7	92.9	158.7	4.6	5.0	2
2.8	92.9	158.7	4.4	4.4	2
3.7	92.9	158.7	4.4	4.4	2
3.7	92.9	158.7	4.6	4.7	2
3.7	92.9	158.7	4.5	4.5	2
4.7	92.9	158.7	4.8	4.8	2
5.3	92.9	158.7	4.8	4.7	2
5.0	92.9	158.7	4.6	4.5	2
4.0	92.9	158.7	4.0	3.9	2
4.1	92.9	158.7	4.4	4.3	2
5.3	92.9	158.7	4.8	4.6	2
3.4	92.9	158.7	4.9	4.9	2
5.9	92.9	158.7	4.7	5.2	2
4.0	92.9	158.7	4.6	5.1	2
3.1	92.9	158.7	4.7	4.7	2
3.1	92.9	158.6	4.6	4.5	2
5.9	92.9	158.6	4.9	5.5	2
4.7	92.9	158.6	5.0	4.9	2
3.1	92.9	158.6	4.3	4.9	2
5.0	92.9	158.6	4.6	4.9	2
5.3	92.9	158.6	4.7	4.8	2
4.0	92.9	158.6	4.6	4.6	2
4.7	92.9	158.6	4.2	4.8	2
4.1	92.9	158.6	4.7	4.6	2
5.3	93.0	158.6	4.8	4.9	2
0.3	93.0	158.6	3.9	4.2	2
1.2	93.0	158.6	4.1	4.7	2
3.1	93.0	158.6	4.4	4.4	2
3.4	93.0	158.6	4.3	4.3	2
2.2	93.0	158.6	4.6	4.6	2
5.6	93.0	158.6	4.6	5.1	2
5.3	93.0	158.6	5.0	5.1	2
5.0	93.0	158.6	4.1	4.3	2
2.8	93.0	158.6	4.2	4.1	2
6.5	93.0	158.6	4.2	4.6	2
4.1	93.0	158.6	4.5	4.3	2
5.6	93.0	158.6	4.5	4.5	2
5.6	93.0	158.6	4.4	5.1	2
1.2	93.0	158.6	4.0	4.6	2
2.8	93.0	158.6	4.2	4.3	2
4.4	93.0	158.6	4.4	4.6	2
4.7	93.0	158.6	4.6	4.7	2
3.1	93.0	158.6	4.2	4.7	2
2.2	93.0	158.6	4.1	4.0	2
3.4	93.0	158.6	4.6	4.6	2
3.4	93.0	158.6	5.0	5.0	2
6.2	93.0	158.6	4.7	5.0	2
3.7	93.0	158.6	3.9	4.2	2
4.7	93.0	158.6	4.2	4.6	2
4.4	93.0	158.6	4.0	3.9	2
5.9	93.0	158.6	4.5	4.6	2
2.8	93.0	158.6	4.6	4.6	2
5.6	93.1	158.6	5.0	5.1	2
4.4	93.1	158.6	4.6	5.4	2
3.1	93.1	158.6	4.8	5.0	2
3.4	93.1	158.6	4.8	4.8	2
1.6	93.1	158.6	4.8	5.1	2
4.4	93.1	158.6	4.8	5.0	2
2.5	93.1	158.6	4.3	4.7	2
1.2	93.1	158.6	4.6	4.9	2
3.4	93.1	158.6	4.8	5.1	2
5.9	93.1	158.6	4.5	5.4	2
2.5	93.1	158.6	4.4	4.4	2
3.7	93.2	158.6	5.1	5.0	2
4.7	93.2	158.6	5.1	5.3	2
6.5	93.2	158.6	4.9	5.1	2
4.1	93.2	158.6	4.3	4.7	2
3.1	93.2	158.6	4.7	5.4	2
4.1	93.2	158.6	4.7	4.9	2
4.4	93.2	158.6	4.6	4.9	2
3.7	93.2	158.6	4.4	4.5	2
2.8	93.2	158.6	3.8	3.9	2
2.5	93.2	158.6	4.2	4.3	2
2.5	93.2	158.6	4.2	4.3	2
4.1	93.2	158.6	4.3	4.3	2
3.7	93.2	158.6	3.9	3.8	2
2.5	93.2	158.6	3.9	3.9	2
4.4	93.2	158.6	3.8	3.9	2
2.2	93.2	158.6	3.9	4.1	2
3.4	93.2	158.6	4.2	4.3	2
3.7	93.2	158.6	5.2	5.2	2
4.1	93.2	158.6	4.7	5.1	2
5.3	93.2	158.6	4.4	4.5	2
4.7	93.2	158.6	4.5	4.6	2
4.4	93.2	158.6	4.9	4.9	2
2.8	93.2	158.6	4.5	4.8	2
3.7	93.2	158.6	4.3	4.5	2
3.4	93.2	158.6	4.3	4.4	2
4.4	93.2	158.6	4.3	4.6	2
3.7	93.2	158.6	4.5	5.2	2
4.1	93.2	158.6	4.2	4.7	2
3.4	93.2	158.6	4.1	4.3	2
1.6	93.2	158.6	4.3	4.4	2
1.9	93.2	158.6	4.3	4.4	2
2.8	93.2	158.6	4.1	4.3	2
5.6	93.2	158.6	3.9	4.1	2
3.7	93.2	158.6	3.9	3.9	2
3.7	93.2	158.6	4.3	4.3	2
6.2	93.2	158.6	4.7	4.7	2
1.6	93.2	158.6	4.4	4.7	2
3.1	93.2	158.6	4.8	4.7	2
3.7	93.2	158.6	4.9	4.8	2
3.7	93.2	158.6	4.8	5.2	2
4.1	93.2	158.6	4.6	5.2	2
4.4	93.2	158.6	4.7	5.4	2
4.1	93.2	158.6	4.8	5.1	2
3.7	93.2	158.6	4.6	5.3	2
5.6	93.2	158.6	4.8	4.7	2
3.4	93.2	158.6	4.8	5.0	2
3.7	93.2	158.6	4.8	5.0	2
3.1	93.2	158.6	4.7	4.8	2
4.0	93.2	158.6	4.7	4.7	2
3.1	93.2	158.6	4.7	4.6	2
2.8	93.2	158.6	4.6	4.7	2
4.7	93.2	158.6	4.8	4.8	2
3.1	93.2	158.6	4.9	4.7	2
3.7	93.2	158.6	5.1	4.9	2
3.1	93.2	158.6	4.5	4.8	2
3.7	93.2	158.6	4.0	4.5	2
2.8	93.2	158.6	4.5	4.5	2
4.1	93.2	158.6	4.8	4.8	2
4.0	93.2	158.6	4.6	4.5	2
3.7	93.2	158.6	5.2	5.4	2
4.4	93.2	158.6	4.8	5.4	2
2.8	93.2	158.6	4.5	4.5	2
4.7	93.3	158.6	4.6	5.3	2
6.5	93.3	158.6	4.9	5.1	2
6.2	93.3	158.6	5.0	5.9	2
5.9	93.3	158.6	4.9	5.0	2
5.6	93.3	158.6	5.0	5.2	2
2.8	93.3	158.6	4.8	4.7	2
5.3	93.3	158.6	4.9	6.0	2
2.5	93.3	158.6	4.8	5.1	2
4.1	93.3	158.6	4.3	4.4	2
3.1	93.3	158.6	3.9	4.2	2
5.9	93.3	158.6	4.8	4.7	2
3.7	93.3	158.6	4.6	4.9	2
4.0	93.3	158.6	4.3	4.7	2
3.4	93.3	158.6	4.5	4.9	2
2.2	93.3	158.6	4.6	4.7	2
4.7	93.3	158.6	4.6	4.9	2
2.5	93.3	158.6	4.7	4.7	2
1.6	93.3	158.6	5.4	5.1	2
4.7	93.3	158.6	4.5	5.1	2
4.7	93.3	158.6	5.2	5.1	2
6.2	93.3	158.6	5.2	5.5	2
3.1	93.3	158.6	3.8	4.2	2
0.9	93.3	158.6	3.9	3.9	2
3.7	93.3	158.6	3.9	3.9	2
4.4	93.3	158.6	4.4	4.8	2
2.8	93.3	158.6	4.5	4.4	2
2.5	93.3	158.6	4.8	4.7	2
2.5	93.3	158.6	4.4	4.5	2
4.4	93.3	158.6	4.6	5.1	2
4.1	93.4	158.6	4.6	5.0	2
6.2	93.4	159.1	4.7	4.8	2
6.9	93.4	159.1	4.9	5.0	2
3.1	93.4	159.1	4.9	5.0	2
5.6	93.4	159.1	4.3	4.8	2
2.2	93.4	159.1	4.3	4.6	2
6.2	93.4	159.1	4.3	5.6	2
4.7	93.4	159.1	4.8	4.6	2
2.2	93.4	159.1	4.8	4.8	2
4.1	93.4	159.1	4.8	5.5	2
4.7	93.4	159.1	4.7	5.2	2
3.4	93.4	159.1	4.2	4.6	2
3.4	93.4	159.1	4.2	4.2	2
2.5	93.4	159.1	4.2	4.9	2
4.1	93.4	159.1	4.4	4.4	2
6.2	93.4	159.1	5.0	5.3	2
2.5	93.4	159.1	4.7	5.8	2
4.7	93.4	159.1	4.6	5.3	2
7.2	93.4	159.1	4.5	5.2	2
5.6	93.5	159.1	4.7	6.1	2
5.0	93.5	159.1	4.8	5.2	2
4.1	93.5	159.1	4.6	4.5	2
4.0	93.5	159.1	5.2	5.4	2
7.5	93.5	159.1	4.8	5.6	2
5.6	93.5	159.1	4.8	5.0	2
4.0	93.5	159.1	4.3	4.5	2
5.9	93.5	159.1	4.6	5.4	2
3.4	93.5	159.1	4.3	4.4	2
4.4	93.5	159.1	4.8	4.8	2
4.1	94.6	160.1	4.6	5.5	2
2.8	94.6	160.1	4.2	4.3	2
2.8	94.6	160.1	4.1	4.1	2
3.1	94.6	160.1	4.3	4.3	2
5.6	94.6	160.1	4.8	5.1	2
3.1	94.6	160.6	4.7	5.6	2
4.7	94.7	160.6	4.9	5.9	2
7.5	94.7	160.6	4.7	5.6	2
3.4	94.7	160.6	4.7	5.6	2
10.6	94.7	160.6	4.7	6.3	2
3.7	94.7	160.6	4.8	5.5	2
5.3	94.7	160.6	4.4	5.3	2
3.1	94.7	160.6	4.2	4.5	2
5.6	94.7	160.6	4.7	5.1	2
7.5	94.7	160.6	4.8	5.0	2
3.7	94.8	160.6	4.3	4.5	2
4.7	94.8	160.6	4.1	4.1	2
2.8	94.8	160.6	4.4	4.6	2
4.1	94.8	160.6	5.0	5.1	2
3.4	94.8	160.6	4.7	4.8	2
4.1	94.8	160.6	4.3	4.2	2
5.3	94.8	160.6	4.7	4.7	2
4.7	94.8	160.6	4.1	4.0	2
3.4	94.8	160.6	4.0	4.0	2
4.1	94.8	160.6	4.1	4.0	2
1.6	94.8	160.6	4.1	4.1	2
2.5	94.8	160.6	4.2	4.3	2
3.1	94.8	160.6	4.6	5.0	2
5.6	94.8	160.6	4.5	4.9	2
6.2	94.8	160.6	4.4	5.4	2
2.8	94.8	160.6	4.4	4.8	2
2.8	94.8	160.6	4.3	4.4	2
3.7	94.8	160.6	4.6	4.9	2
3.7	94.8	160.6	4.9	5.0	2
3.4	94.8	160.6	4.7	5.0	2
2.8	94.8	160.6	4.8	4.7	2
4.7	94.8	160.6	4.7	4.9	2
4.4	94.8	160.6	5.0	5.1	2
4.7	94.8	160.6	4.6	5.6	2
4.7	94.8	160.6	4.8	5.2	2
5.6	94.8	160.6	4.8	5.0	2
4.0	94.8	160.6	4.6	4.7	2
3.7	94.8	160.6	4.6	5.3	2
3.1	94.8	160.6	4.4	4.5	2
6.2	94.8	160.6	4.3	4.4	2
6.5	94.8	160.6	4.8	4.6	2
3.4	94.8	160.6	4.4	5.3	2
2.2	94.8	160.6	4.6	4.9	2
7.2	94.8	160.6	4.7	4.9	2
4.4	94.8	160.6	4.5	4.5	2
3.4	94.8	160.6	4.7	4.8	2
8.1	94.8	160.6	4.6	5.3	2
5.3	94.8	160.6	4.5	5.9	2
5.0	94.8	160.6	4.2	4.9	2
5.6	94.8	160.6	4.2	4.3	2
3.1	94.8	160.6	4.2	4.3	2
6.2	94.8	160.6	4.0	4.6	2
3.1	94.8	160.6	4.0	4.5	2
3.7	94.8	160.6	4.3	4.3	2
4.1	94.8	160.6	4.4	4.8	2
5.0	94.8	160.6	4.2	4.8	2
2.2	94.8	160.6	4.3	4.3	2
3.1	94.8	160.6	4.7	4.7	2
3.1	94.8	160.6	4.6	4.6	2
4.4	94.8	160.6	4.3	4.4	2
5.6	94.8	160.6	4.2	4.2	2
3.4	94.8	160.6	4.1	4.3	2
6.9	94.8	160.6	4.2	5.2	2
1.2	94.8	160.6	4.5	4.5	2
4.1	94.8	160.6	4.5	4.4	2
5.3	94.8	160.6	5.0	5.0	2
5.6	94.8	160.6	5.0	4.8	2
5.3	94.8	160.6	4.8	5.2	2
3.7	94.8	160.6	4.7	4.8	2
3.7	94.8	160.6	4.4	4.5	2
4.4	94.8	160.6	4.4	4.5	2
5.3	94.8	160.6	4.3	4.4	2
4.0	94.8	160.6	4.5	4.7	2
6.5	94.8	160.6	5.0	5.0	2
5.6	94.8	160.6	4.5	5.6	2
3.1	94.8	160.6	4.7	4.7	2
5.3	94.8	160.6	4.7	4.7	2
5.0	94.8	160.6	4.2	4.3	2
2.8	94.8	160.6	4.2	4.2	2
6.9	94.8	160.6	4.6	4.7	2
1.9	94.8	160.6	4.3	4.2	2
2.5	94.8	160.6	4.0	4.1	2
3.4	94.8	160.6	3.9	3.9	2
4.4	94.8	160.6	4.1	4.3	2
3.1	94.8	160.6	4.2	4.9	2
3.7	94.8	160.6	4.7	4.8	2
6.5	94.8	160.6	4.7	5.0	2
4.4	94.8	160.6	4.6	4.5	2
2.8	94.8	160.6	4.9	4.7	2
3.4	94.8	160.6	4.7	4.6	2
5.0	94.9	160.6	4.9	4.9	2
4.4	94.9	160.6	5.1	5.3	2
5.3	94.9	160.6	4.2	4.8	2
5.3	94.9	160.6	4.6	4.8	2
5.0	94.9	160.6	4.4	4.7	2
3.7	94.9	160.6	4.4	4.5	2
6.9	94.9	160.6	4.4	4.6	2
2.2	94.9	160.6	4.3	4.6	2
5.9	94.9	160.6	4.4	4.8	2
3.4	94.9	160.6	4.3	4.5	2
4.4	94.9	160.6	4.3	4.5	2
3.7	94.9	160.6	4.9	4.7	2
4.7	94.9	160.6	4.1	4.7	2
3.4	94.9	160.6	4.3	4.3	2
2.8	94.9	160.6	4.3	4.1	2
4.1	94.9	160.6	4.3	4.2	2
4.7	94.9	160.6	4.3	4.1	2
5.0	94.9	160.6	4.1	4.2	2
2.8	94.9	160.6	4.1	4.3	2
6.2	94.9	160.6	4.3	4.4	2
4.0	94.9	160.6	4.2	4.2	2
4.4	94.9	160.6	4.2	4.3	2
5.0	94.9	160.6	4.1	4.2	2
3.1	94.9	160.6	4.3	4.4	2
3.7	94.9	160.6	4.5	4.8	2
5.9	94.9	160.6	4.6	4.9	2
5.9	94.9	160.6	4.5	4.9	2
4.0	94.9	160.6	4.6	5.1	2
5.3	94.9	160.6	5.3	5.8	2
5.3	94.9	160.6	5.2	5.3	2
5.3	94.9	160.6	4.9	5.2	2
5.3	94.9	160.6	4.7	4.8	2
7.5	94.9	160.6	4.7	4.6	2
4.1	94.9	160.6	5.0	6.6	2
3.4	94.9	160.6	5.4	6.6	2
3.7	94.9	160.6	4.6	5.1	2
3.7	94.9	160.6	4.4	4.6	2
4.1	94.9	160.6	4.7	5.0	2
3.4	94.9	160.6	4.5	4.6	2
3.1	94.9	160.6	4.5	4.8	2
2.2	94.9	160.6	4.2	4.3	2
3.1	94.9	160.6	4.5	5.1	2
4.1	94.9	160.6	4.3	5.4	2
5.6	94.9	160.6	4.5	5.1	2
3.7	94.9	160.6	4.6	5.1	2
5.9	94.9	160.6	4.5	5.7	2
4.7	94.9	160.6	5.1	6.1	2
6.6	95.0	160.6	4.2	5.4	2
3.1	95.0	160.6	3.9	4.9	2
5.3	95.0	160.6	4.1	5.1	2
5.6	95.0	160.6	4.0	4.9	2
3.1	95.0	160.6	4.2	4.6	2
2.8	95.0	160.6	4.7	5.1	2
5.6	95.0	160.6	4.1	5.1	2
6.2	95.0	160.6	4.5	4.5	2
2.5	95.0	160.6	3.4	3.6	2
21.5	105.3	161.3	1.9	1.9	2
11.8	97.5	155.3	2.0	2.5	2
20.6	103.4	160.2	1.9	4.1	3
1.9	103.4	160.2	3.3	7.5	3
4.1	103.4	160.2	4.1	4.0	3
3.4	103.4	160.2	4.4	3.9	2
1.2	103.4	160.2	2.9	4.1	2
2.8	103.4	160.3	2.9	2.7	2
2.5	103.4	160.3	3.5	3.7	2
5.6	103.4	160.3	4.2	4.3	2
4.4	103.4	160.3	4.3	4.5	2
2.5	103.4	160.3	3.8	3.9	2
1.9	103.4	160.3	3.8	3.8	2
4.1	103.4	160.3	3.9	3.8	2
2.2	103.4	160.3	3.7	3.7	2
2.8	103.4	160.3	3.8	3.8	2
2.5	103.4	160.3	4.2	4.2	2
4.7	103.4	160.3	4.1	4.3	2
0.9	103.4	160.3	3.7	3.7	2
3.1	103.4	160.3	4.1	4.7	2
4.7	103.4	160.3	4.3	4.4	2
1.9	103.4	160.3	3.9	3.9	2
1.6	103.4	160.3	4.0	4.0	2
3.4	103.4	160.3	3.8	3.8	2
2.8	92.6	160.3	4.0	4.0	2
8.1	92.9	160.3	3.6	5.8	2
2.5	92.9	160.2	3.7	4.3	2
1.9	92.9	160.2	4.0	4.0	2
5.0	92.9	160.2	4.6	4.4	2
3.1	92.9	160.2	4.8	4.7	2
4.7	92.9	160.2	4.9	4.9	2
4.1	92.9	160.2	4.7	4.7	2
4.4	92.9	160.2	5.0	4.8	3
4.7	92.9	160.2	6.7	12.1	3
3.4	92.9	160.2	5.8	5.9	3
3.4	92.9	160.2	5.9	6.4	3
4.7	92.9	160.2	4.8	7.2	3
9.4	92.9	160.3	5.7	7.1	3
5.0	92.9	160.3	6.7	9.0	3
5.6	92.9	160.3	6.9	8.5	3
8.1	92.9	160.3	7.4	9.0	3
6.2	92.9	160.3	7.5	8.9	3
6.9	92.9	160.3	7.3	10.0	3
6.9	92.9	160.3	6.7	8.7	3
7.2	92.9	160.3	6.5	8.6	3
4.1	92.9	160.3	7.0	9.3	3
5.3	92.9	160.3	6.9	8.4	3
6.5	92.9	160.3	6.6	8.4	3
5.9	92.9	160.3	7.1	9.0	3
6.2	92.9	160.3	6.4	7.5	3
3.7	92.9	160.3	6.5	7.4	3
4.4	92.9	160.3	6.8	7.9	3
5.0	92.9	160.3	6.6	8.6	3
5.9	92.9	160.3	6.6	7.7	3
9.0	92.9	160.3	6.7	9.2	3
5.0	92.9	160.3	6.7	7.6	3
5.3	92.9	160.2	6.9	8.3	3
6.5	92.9	160.2	7.2	9.4	3
4.4	92.9	160.2	6.7	7.6	3
5.9	92.9	160.2	6.7	8.2	3
6.2	93.0	160.2	7.0	16.5	3
6.5	93.0	160.2	6.7	7.5	3
7.2	93.0	160.2	6.6	8.7	3
6.5	93.0	160.2	6.7	7.5	3
6.9	93.0	160.2	6.6	8.4	3
2.8	93.0	160.2	6.7	7.5	3
5.3	93.0	160.2	6.7	7.8	3
6.5	93.0	160.2	6.6	7.8	3
5.9	93.6	160.9	6.7	8.2	3
6.6	93.6	160.9	6.7	7.6	3
7.5	93.6	160.9	6.5	8.1	3
5.0	93.6	160.9	6.5	7.3	3
6.2	93.6	160.9	6.6	7.7	3
5.3	93.6	160.9	6.6	8.0	3
5.3	93.6	160.9	6.6	7.9	3
5.3	93.6	160.9	6.7	8.7	3
5.9	93.6	160.9	6.6	7.6	3
4.4	93.6	160.9	6.6	7.4	3
6.2	93.6	160.9	6.4	7.1	3
4.1	93.6	160.9	6.4	6.9	3
4.4	93.6	160.9	6.4	7.8	3
5.9	93.6	160.9	7.1	9.1	3
7.2	93.6	160.9	6.8	9.3	3
4.7	93.6	160.9	7.1	8.9	3
7.2	93.6	160.9	7.4	9.4	3
7.2	93.6	160.9	7.1	9.5	3
4.4	93.6	160.9	7.4	9.0	3
8.7	93.6	160.9	7.3	9.2	3
3.1	93.6	160.9	6.7	9.0	3
10.0	93.6	160.9	7.0	8.2	3
8.4	93.6	160.9	6.6	8.1	3
5.0	93.6	160.9	7.0	8.8	3
3.1	93.6	160.9	6.7	7.6	3
8.1	93.6	160.9	7.1	8.4	3
5.3	93.6	160.9	6.8	8.0	3
4.7	93.6	160.9	6.7	7.5	3
8.1	93.6	160.9	7.0	8.0	3
8.4	93.6	160.9	6.6	10.7	3
4.4	93.6	160.9	6.9	8.8	3
6.5	93.6	160.9	6.9	7.7	3
4.1	93.6	160.9	6.8	7.9	3
9.7	93.6	160.9	6.7	8.1	3
4.7	93.6	160.9	7.2	9.4	3
6.5	93.6	160.9	6.6	8.1	3
6.2	93.6	160.9	6.6	7.5	3
8.1	93.6	160.9	7.3	8.5	3
8.1	93.6	160.9	6.9	8.2	3
5.9	93.6	160.9	7.4	8.7	3
7.2	93.6	160.9	7.2	9.9	3
